org,aug
Request Restaurants that serve Fish as the main cuisine.,[IN:GET_RESTAURANTS Request Restaurants that serve [SL:CUISINE Fish] as the main cuisine.]
"If you're looking for a restaurant and the cuisine is Brasserie, check to see if it serves alcohol.","[IN:GET_RESTAURANTS If you're looking for a restaurant and the [SL:CUISINE cuisine is Brasserie], check to see if it [SL:SERVES_ALCOHOL serves alcohol].]"
"If I want to find Events that are Music, specifically Electronica, and the name of the event is Crooked Colours,","[IN:GET_EVENTS If I want to find Events that are [SL:CATEGORY Music], specifically [SL:GENRE Electronica], and the name of the event is [SL:EVENT_NAME Crooked Colours], ]"
Search for Cupertino homes that allow pets and have four bedrooms when I request them.,[IN:GET_HOMES Search for [SL:ADDRESS Cupertino] homes that [SL:PETS_ALLOWED allow pets] and have [SL:NUMBER_OF_BEDS four bedrooms] when I request them.]
I'd like football to be my go-to option when it comes to Events.,[IN:GET_EVENTS I'd like [SL:CATEGORY football] to be my go-to option when it comes to Events. ]
Request RentalCars with your preferred pickup location being PDX International Airport.,[IN:GET_RENTALCARS Request RentalCars with your preferred pickup location being [SL:PICKUP_LOCATION PDX International Airport]. ]
"When I request Events, I would like them to be in Sacramento, CA.","[IN:GET_EVENTS When I request Events, I would like them to be in [SL:CITY Sacramento, CA]. ]"
I usually request Premium Economy when I book flights.,[IN:GET_FLIGHTS I usually request [SL:SEATING_CLASS Premium Economy] when I book flights.]
"If you're looking for a restaurant that won't break the bank, check out Isla Filipino Restaurant.","[IN:GET_RESTAURANTS If you're looking for a restaurant that won't break the bank, check out [SL:RESTAURANT_NAME Isla Filipino Restaurant].]"
"If you don't care if your barber is male or female, then check out Stags Barbershop.","[IN:GET_SALONS If you don't care if your barber is male or female, then check out [SL:SALON_NAME Stags Barbershop].]"
"If you're looking for Izakaya cuisine, check out Matsu Sushi Japanese Restaurant.","[IN:GET_RESTAURANTS If you're looking for [SL:CUISINE Izakaya cuisine], check out [SL:RESTAURANT_NAME Matsu Sushi Japanese Restaurant]. ]"
"If I'm looking to get my hair done, I want to go to Sunnyvale.","[IN:GET_SALONS If I'm looking to get my hair done, I want to go to [SL:CITY Sunnyvale].]"
"If you're looking for an adventure movie, search for one directed by Joel Coen.","[IN:GET_MEDIA If you're looking for an [SL:GENRE adventure] movie, search for one [SL:DIRECTED_BY directed by Joel Coen].]"
Request Travel to Delhi as your preferred location.,[IN:GET_TRAVEL Request Travel to [SL:LOCATION Delhi] as your preferred location.]
I want the Doctor to be in San Ramon if I'm asking for one.,[IN:GET_DOCTORS I want the Doctor to be in [SL:CITY San Ramon] if I'm asking for one.]
"If I ask for Movies, my preferred genre is Adventure or Fantasy","[IN:GET_MOVIES If I ask for Movies, my preferred [SL:GENRE genre] is Adventure or Fantasy]"
Request Restaurants that serve Noodle cuisine.,[IN:GET_RESTAURANTS Request Restaurants that serve [SL:CUISINE Noodle] cuisine. ]
"When I request Events, I prefer Brisbane as my city.","[IN:GET_EVENTS When I request Events, I prefer [SL:CITY Brisbane] as my city.]"
"If I'm looking for a Dentist, I'd prefer to go to sunnyvale.","[IN:GET_DENTISTS If I'm looking for a Dentist, I'd prefer to go to [SL:CITY Sunnyvale].]"
"Look for the doctor name Avril Swan, MD if the type is General Practitioner.","[IN:GET_DOCTORS Look for the doctor name [SL:DOCTOR_NAME Avril Swan, MD] if the [SL:TYPE type is General Practitioner].]"
Request restaurants that feature live music.,[IN:GET_RESTAURANTS Request restaurants that feature [SL:HAS_LIVE_MUSIC live music]. ]
"If the event type is Music, search for the event name Star City Music Festival.","[IN:GET_EVENTS If the [SL:EVENT_TYPE event type ] is Music, search for the [SL:EVENT_NAME event name Star City Music Festival ]. ]"
I prefer the city of Antioch when I am searching for restaurants.,[IN:GET_RESTAURANTS I prefer the [SL:CITY city of Antioch] when I am searching for restaurants.]
I'd rather have Sports as my category when I'm looking for Events.,[IN:GET_EVENTS I'd rather have [SL:CATEGORY Sports] as my category when I'm looking for Events.]
"When planning a trip to Vegas, search for airlines such as Alaska Airlines.","[IN:GET_FLIGHTS When planning a trip to [SL:DESTINATION Vegas], search for airlines such as [SL:AIRLINES Alaska Airlines].]"
Search AMC Eastridge for regular show type.,[IN:GET_MOVIES Search [SL:THEATER_NAME AMC Eastridge] for [SL:SHOW_TYPE regular] show type.]
"If I ask for Salon, my preferred stylist name is Edge Hair Salon","[IN:GET_SALONS If I ask for Salon, my preferred stylist name is [SL:SALON_NAME Edge Hair Salon] ]"
I prefer Brisbane as the city for Events when I am making a request.,[IN:GET_EVENTS I prefer [SL:CITY Brisbane] as the city for Events when I am making a request.]
I request Events in the city of Napa.,[IN:GET_EVENTS I request Events in the [SL:CITY city of Napa]. ]
"If I'm looking for a place to live, I'd like to be in Antioch.","[IN:GET_HOMES If I'm looking for a place to live, I'd like to be in [SL:ADDRESS Antioch]. ]"
I want you to look at both Restaurants and Movies when I ask.,[IN:GET_RESTAURANTS I want you to look at both Restaurants] and [IN:GET_MOVIES Movies] when I ask.
I would like to rent a car from O'Hare International Airport when I make a request for RentalCars.,[IN:GET_RENTALCARS I would like to rent a car from [SL:PICKUP_LOCATION O'Hare International Airport] when I make a request for RentalCars.]
"If I were to go on a trip, I'd want to go to London, England.","[IN:GET_TRAVEL If I were to go on a trip, I'd want to go to [SL:LOCATION London, England].]"
"If I'm looking to rent a car, I want to pick it up from Anaheim, CA.","[IN:GET_RENTAL_CARS If I'm looking to rent a car, I want to pick it up from [SL:PICKUP_LOCATION Anaheim, CA]. ]"
"When I request Media, my favorite type is adventure.","[IN:GetMedia When I request Media, my favorite type is [SL:GENRE adventure].]"
My preferred location for Movies is Vallejo when I request them.,[IN:GET_MOVIES My preferred location for Movies is [SL:LOCATION Vallejo] when I request them. ]
"If I'm opening a bank account, I want it to be a savings account.","[IN:GET_BANKS If I'm opening a bank account, I want it to be a [SL:RECIPIENT_ACCOUNT_TYPE savings account]. ]"
"If I'm looking for a place to eat, my go-to is Korean food.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, my go-to is [SL:CUISINE Korean food]. ]"
"If I ask for Salon, my preferred stylist name is Bollywood Beauty Salon or Didi Salon","[IN:GET_SALONS If I ask for Salon, my preferred stylist name is [SL:SALON_NAME Bollywood Beauty Salon] or [SL:SALON_NAME Didi Salon]. ]"
"If the event is a music one, search for ""Star City Music Festival"" as the event name.","[IN:GET_EVENTS If the event is a music one, search for [SL:EVENT_NAME ""Star City Music Festival""] as the event name. ]"
"If I ask for Hotels, my preferred hotel name is Best Western Plus Dragon Gate Inn","[IN:GET_HOTELS If I ask for Hotels, my preferred [SL:HOTEL_NAME hotel name is Best Western Plus Dragon Gate Inn]]"
"If I'm looking to travel, my go-to spot is San Diego.","[IN:GET_TRAVEL If I'm looking to travel, my go-to spot is [SL:LOCATION San Diego].]"
"When requesting Media, my favorite type is Musical.","[IN:GET_MEDIA When requesting Media, my favorite type is [SL:GENRE Musical]. ]"
"If the event is a music event, check if the category is hip hop.","[IN:GET_EVENTS If the event is a music event, check if the [SL:CATEGORY category is hip hop]. ]"
I would like to request Travel for my preferred category of Park.,[IN:GET_TRAVEL I would like to request Travel for my preferred category of [SL:CATEGORY Park]. ]
Request the Event named Celine Dion.,[IN:GET_EVENTS Request the [SL:EVENT_NAME Event named Celine Dion]. ]
"If the event is related to music, then search for Todd Rundgren as the event name.","[IN:GET_EVENTS If the event is related to music, then search for [SL:EVENT_NAME Todd Rundgren] as the event name. ]"
"When I am looking for Restaurants, my preferred city is San Fran.","[IN:GET_RESTAURANTS When I am looking for Restaurants, my preferred [SL:CITY city is San Fran]. ]"
"If I ask for Movies, my preferred genre is documentary or War","[IN:GET_MOVIES If I ask for Movies, my preferred [SL:GENRE genre] is documentary or War]"
"If you're looking for a place to get take-out food, check out Mimi's cafe.","[IN:GET_RESTAURANTS If you're looking for a place to get take-out food, check out [SL:RESTAURANT_NAME Mimi's cafe]. ]"
"If I ask for Restaurants, with cuisine as Middle eastern, price range as inexpensive, then restaurant name as Marhaba Indian & Pakistani Halal Cuisine","[IN:GET_RESTAURANTS If I ask for Restaurants, with cuisine as [SL:CUISINE Middle eastern], price range as [SL:PRICE_RANGE inexpensive], then restaurant name as [SL:RESTAURANT_NAME Marhaba Indian & Pakistani Halal Cuisine] ]"
"If I want to see Ghost movies at the Century San Francisco Centre and they have to be in 3D, what can you show me?","[IN:GET_MOVIES If I want to see [SL:GENRE Ghost ] movies at the [SL:THEATER_NAME Century San Francisco Centre ] and they have to be in [SL:SHOW_TYPE 3D ], what can you show me? ]"
I would like to find Restaurants in Palo Alto as my preferred city.,[IN:GET_RESTAURANTS I would like to find Restaurants in [SL:CITY Palo Alto ] as my preferred city.]
I prefer San Fran as my city when I request Salon.,[IN:GET_SALONS I prefer [SL:CITY San Fran] as my city when I request Salon.]
Request RentalCars and select John Wayne Airport as the pickup location.,[IN:GET_RENTAL_CARS Request RentalCars and select [SL:PICKUP_LOCATION John Wayne Airport] as the pickup location. ]
"If I'm looking for Events, my go-to city is Long Beach.","[IN:GET_EVENTS If I'm looking for Events, my go-to city is [SL:CITY Long Beach]. ]"
Search for Meiko Sushi when looking for an Izakaya restaurant.,[IN:GET_RESTAURANTS Search for [SL:RESTAURANT_NAME Meiko Sushi] when looking for an [SL:CUISINE Izakaya] restaurant. ]
Search for homes with two bedrooms and two bathrooms in Mountain View.,[IN:GET_HOMES Search for homes with [SL:NUMBER_OF_BEDS two bedrooms] and [SL:NUMBER_OF_BATHS two bathrooms] in [SL:ADDRESS Mountain View].]
If I ask for Movies and theater name is reading cinemas rohnert park then look for show time as 10 pm,[IN:GET_MOVIES If I ask for Movies and [SL:THEATER_NAME theater name] is [SL:STREET_ADDRESS reading cinemas rohnert park] then look for [SL:SHOW_TIME show time] as 10 pm]
"If I ask for Hotels, my preferred star rating is 2 or 1","[IN:GET_HOTELS If I ask for Hotels, my preferred star rating is [SL:AVERAGE_RATING 2] or [SL:AVERAGE_RATING 1]]"
"When looking for a movie of the Comedy genre, the director should be Robert Budreau.","[IN:GET_MEDIA When looking for a movie of the [SL:GENRE Comedy] genre, the director should be [SL:DIRECTED_BY Robert Budreau].]"
I would like Salon in Walnut Creek to be my city of choice.,[IN:GET_SALONS I would like Salon in [SL:CITY Walnut Creek] to be my city of choice.]
Search for Meritage Martini Oyster Bar & Grille when looking for Italian cuisine.,[IN:GET_RESTAURANTS Search for [SL:RESTAURANT_NAME Meritage Martini Oyster Bar & Grille] when looking for [SL:CUISINE Italian cuisine]. ]
"If you're going to London, make sure to look for a rating of 3.8.","If you're going to [SL:CITY London], make sure to look for a [SL:AVERAGE_RATING rating of 3.8]."
I prefer a checking account when I ask for Banks.,[IN:GET_BANKS I prefer a [SL:RECIPIENT_ACCOUNT_TYPE checking account] when I ask for Banks.]
"If I ask for Travel, my preferred category is Shopping Area","[IN:GET_TRAVEL If I ask for Travel, my preferred category is [SL:CATEGORY Shopping Area] ]"
"Check if the type is General Practitioner; if so, look for the doctor's name as Access Health.","[IN:GET_DOCTORS Check if the [SL:TYPE General Practitioner]; if so, look for the doctor's name as [SL:DOCTOR_NAME Access Health].]"
Request a Dentist in Santa Rosa.,[IN:GET_DENTISTS Request a Dentist in [SL:CITY Santa Rosa].]
Request Restaurants and specify Kingston 11 Cuisine as the preferred option.,[IN:GET_RESTAURANTS Request Restaurants and specify [SL:RESTAURANT_NAME Kingston 11 Cuisine] as the preferred option.]
I want to see Ghost Movies at Century San Francisco Centre in 3D.,[IN:GET_MOVIES I want to see [SL:GENRE Ghost ] Movies at [SL:THEATER_NAME Century San Francisco Centre ] in [SL:SHOW_TYPE 3D ]. ]
Request Cofield Marianne as your dentist when making an appointment.,[IN:GET_DENTISTS Request [SL:DENTIST_NAME Cofield Marianne] as your dentist when making an appointment.]
"If I'm looking for a place to stay, I usually choose Long Beach.","[IN:GET_HOTELS If I'm looking for a place to stay, I usually choose [SL:LOCATION Long Beach]. ]"
"If I'm asking for restaurants, my go-to type of food is fish.","[IN:GET_RESTAURANTS If I'm asking for restaurants, my go-to type of food is [SL:CUISINE fish].]"
Request Restaurants in St. Helena as your preferred city.,[IN:GET_RESTAURANTS Request Restaurants in [SL:CITY St. Helena] as your preferred city.]
"For Hotels, choose San Diego as the destination.","[IN:GET_HOTELS For Hotels, choose [SL:LOCATION San Diego] as the destination. ]"
Request Music with the preferred genre of Pop,[IN:GET_MUSIC Request Music with the preferred genre of [SL:GENRE Pop] ]
"If I'm looking for something to watch, I'm usually in the mood for an adventure.","[IN:GET_MEDIA If I'm looking for something to watch, I'm usually in the mood for an [SL:GENRE adventure].]"
Search for the Olive Garden Italian restaurant if you would like take-out food.,[IN:GET_RESTAURANTS Search for the [SL:RESTAURANT_NAME Olive Garden Italian restaurant] if you would like take-out food.]
Request Salon in Mountain View as your preferred city.,[IN:GET_SALONS Request Salon in [SL:CITY Mountain View] as your preferred city.]
My preferred doctor's name is Abazari Mina MD when I request one.,[IN:GET_DOCTORS My preferred doctor's name is [SL:DOCTOR_NAME Abazari Mina MD] when I request one.]
"If you're in the mood for Mexican food, try Celia's restaurant.","[IN:GET_RESTAURANTS If you're in the mood for [SL:CUISINE Mexican food], try [SL:RESTAURANT_NAME Celia's restaurant].]"
I prefer Hotels with wifi.,[IN:GET_HOTELS I prefer Hotels with [SL:HAS_WIFI wifi].]
Search for ramen and aim for a moderate price range.,[IN:GET_RESTAURANTS Search for [SL:CUISINE ramen] and aim for a [SL:PRICE_RANGE moderate price range].]
"If I'm looking for Restaurants that offer pick-up and serve alcohol at an inexpensive price, then I should ask.","[IN:GET_RESTAURANTS If I'm looking for Restaurants that offer pick-up and [SL:SERVES_ALCOHOL serve alcohol] at an [SL:PRICE_RANGE inexpensive price], then I should ask.]"
Request Restaurants with Brazilian cuisine.,[IN:GET_RESTAURANTS Request Restaurants with [SL:CUISINE Brazilian cuisine]. ]
Request Movies at the Embarcadero Center Cinema of the Drama genre in 3D.,[IN:GET_MOVIES Request Movies at the [SL:THEATER_NAME Embarcadero Center Cinema ] of the [SL:GENRE Drama ] genre in [SL:SHOW_TYPE 3D ].]
Search for Venus Restaurant when you are looking for a breakfast spot.,[IN:GET_RESTAURANTS Search for [SL:RESTAURANT_NAME Venus Restaurant] when you are looking for a breakfast spot. ]
I prefer Vancouver as my city when I inquire about Events.,[IN:GET_EVENTS I prefer [SL:CITY Vancouver] as my city when I inquire about Events. ]
Search for a moderate price range when selecting take-out food.,[IN:GET_RESTAURANTS Search for a [SL:PRICE_RANGE moderate] price range when selecting take-out food.]
"When the event type is Sports, search for the event name ""Dc United Vs Revolution.""","[IN:GET_EVENTS When the [SL:EVENT_TYPE event type] is Sports, search for the [SL:EVENT_NAME event name ""Dc United Vs Revolution""]. ]"
"If I'm looking for movies, I usually go to the Clay Theatre.","[IN:GET_MOVIES If I'm looking for movies, I usually go to the [SL:THEATER_NAME Clay Theatre].]"
"If I'm getting my hair done, I want to go to Natalie's salon.","[IN:GET_SALONS If I'm getting my hair done, I want to go to [SL:SALON_NAME Natalie's salon].]"
Name Hotel Novotel London Paddington as my preferred hotel when searching for Hotels.,[IN:GET_HOTELS Name [SL:HOTEL_NAME Hotel Novotel London Paddington] as my preferred hotel when searching for Hotels.]
Name Boulevard Cinema when requesting Movies.,[IN:GET_MOVIES Name [SL:THEATER_NAME Boulevard Cinema] when requesting Movies. ]
"If you're looking for a Southern cuisine restaurant, then Bennigan's is the place to go.","[IN:GET_RESTAURANTS If you're looking for a [SL:CUISINE Southern cuisine] restaurant, then [SL:RESTAURANT_NAME Bennigan's] is the place to go. ]"
Go to Newark to find Movies.,[IN:GET_MOVIES Go to [SL:CITY Newark] to find Movies.]
Request that Nature Preserve be your preferred category when traveling.,[IN:GET_TRAVEL Request that [SL:CATEGORY Nature Preserve] be your preferred category when traveling.]
"My preferred city for Restaurants is Hayward, if I were to ask.","[IN:GET_RESTAURANTS My preferred city for Restaurants is [SL:CITY Hayward], if I were to ask.]"
"If I'm looking for somewhere to eat, my go-to cuisine is French.","[IN:GET_RESTAURANTS If I'm looking for somewhere to eat, my go-to cuisine is [SL:CUISINE French].]"
"If I'm looking for Restaurants, my go-to city is San Fran.","[IN:GET_RESTAURANTS If I'm looking for Restaurants, my go-to [SL:CITY city is San Fran]. ]"
My preferred destination when I am looking for Hotels is Kuala Lumpur.,[IN:GET_HOTELS My preferred destination when I am looking for Hotels is [SL:LOCATION Kuala Lumpur]. ]
Request regular movies.,[IN:GET_MOVIES Request [SL:FARE_TYPE regular] movies.]
"Request Travel to Seattle, WA as your preferred location.","[IN:GET_TRAVEL Request Travel to [SL:LOCATION Seattle, WA] as your preferred location.]"
Search for 54 Mint Ristorante Italiano when you are seeking Pasta cuisine.,[IN:GET_RESTAURANTS Search for [SL:RESTAURANT_NAME 54 Mint Ristorante Italiano] when you are seeking [SL:CUISINE Pasta] cuisine.]
"When searching for an event, if the category is Baseball, then the event name should be Giants Vs Diamondbacks.","[IN:GET_EVENTS When searching for an event, if the [SL:CATEGORY category] is Baseball, then the [SL:EVENT_NAME event name] should be Giants Vs Diamondbacks. ]"
I would like Events in NYC to be my preference if I make a request.,[IN:GET_EVENTS I would like Events in [SL:CITY NYC] to be my preference if I make a request.]
"Request RentalCars with your preferred pickup city being Delhi, India.","[IN:GET_RENTALCARS Request RentalCars with your preferred [SL:PICKUP_CITY pickup city being Delhi, India].]"
Request Restaurants in Milpitas.,[IN:GET_RESTAURANTS Request Restaurants in [SL:CITY Milpitas]. ]
Request a home with one bed.,[IN:GET_HOMES Request a home with [SL:NUMBER_OF_BEDS one bed]. ]
Look for Vacaville homes with one bedroom and one bathroom.,[IN:GET_HOMES Look for [SL:ADDRESS Vacaville] homes with [SL:NUMBER_OF_BEDS one bedroom] and [SL:NUMBER_OF_BATHS one bathroom].]
Request Restaurants that specialize in Latin American cuisine.,[IN:GET_RESTAURANTS Request Restaurants that specialize in [SL:CUISINE Latin American cuisine]. ]
"If I'm looking for events, I'd like it to be Thee oh sees.","[IN:GET_EVENTS If I'm looking for events, I'd like it to be [SL:EVENT_NAME Thee oh sees].]"
Request Restaurants and indicate Mcdonald's as the desired choice.,[IN:GET_RESTAURANTS Request Restaurants and indicate [SL:RESTAURANT_NAME Mcdonald's] as the desired choice.]
"If I ask for Media, my preferred genre is Drama or fantasy","[IN:GET_MEDIA If I ask for Media, my preferred genre is [SL:GENRE Drama] or [SL:GENRE fantasy]. ]"
Look for a stylist named Great Clips if you want unisex preferance.,[IN:GET_SALONS Look for a stylist named [SL:SALON_NAME Great Clips] if you want [SL:IS_UNISEX unisex preference]. ]
"When it comes to restaurants, I'm looking for Mexican food.","[IN:GET_RESTAURANTS When it comes to restaurants, I'm looking for [SL:CUISINE Mexican] food.]"
"If I ask for Doctor, my preferred doctor name is Marc H. Levin, MD, PhD.","[IN:GET_DOCTORS If I ask for Doctor, my preferred doctor name is [SL:DOCTOR_NAME Marc H. Levin, MD, PhD.] ]"
Search for Matsu Sushi Japanese Restaurant when looking for an Izakaya-style cuisine.,[IN:GET_RESTAURANTS Search for [SL:RESTAURANT_NAME Matsu Sushi Japanese Restaurant] when looking for an [SL:CUISINE Izakaya-style] cuisine.]
Request Restaurants with a moderate price range.,[IN:GET_RESTAURANTS Request Restaurants with a [SL:PRICE_RANGE moderate price range]. ]
"Request Restaurants with Chinese cuisine, in the moderate price range, with the name Hinata Sushi Buffet.","[IN:GET_RESTAURANTS Request Restaurants with [SL:CUISINE Chinese] cuisine, in the [SL:PRICE_RANGE moderate] price range, with the name [SL:RESTAURANT_NAME Hinata Sushi Buffet]. ]"
Request Restaurants in Santa Rosa.,[IN:GET_RESTAURANTS Request Restaurants in [SL:CITY Santa Rosa]. ]
"When I am searching for Restaurants, my top choice of cuisine is Pho.","[IN:GET_RESTAURANTS When I am searching for Restaurants, my top choice of cuisine is [SL:CUISINE Pho].]"
My preferred city to ask for a doctor is Walnut Creek.,[IN:GET_DOCTORS My preferred [SL:CITY Walnut Creek] to ask for a doctor is Walnut Creek. ]
I prefer Ahmed Sameena when I am looking for a Dentist.,[IN:GET_DENTISTS I prefer [SL:DENTIST_NAME Ahmed Sameena] when I am looking for a dentist.]
"Search for the event name ""Chemical Brothers"" when the category is ""rock"".","[IN:GET_EVENTS Search for the [SL:EVENT_NAME ""Chemical Brothers""] when the [SL:CATEGORY rock]. ]"
I always request Atelier Salon Willow Glen when I go to the salon.,[IN:GET_SALONS I always request [SL:SALON_NAME Atelier Salon Willow Glen] when I go to the salon. ]
My go-to theater for Movies is Century Redwood City when I'm looking to watch something.,[IN:GET_MOVIES My go-to theater for Movies is [SL:THEATER_NAME Century Redwood City] when I'm looking to watch something. ]
Request an Ophthalmologist when you need a Doctor.,[IN:GET_DOCTORS Request an [SL:TYPE Ophthalmologist] when you need a Doctor.]
"When I request Restaurants, my desired type of cuisine is Halal.","[IN:GET_RESTAURANTS When I request Restaurants, my desired type of [SL:CUISINE cuisine is Halal]. ]"
I'd like to request the event Arizona Vs La Dodgers when I ask for Events.,[IN:GET_EVENTS I'd like to request the event [SL:EVENT_NAME Arizona Vs La Dodgers] when I ask for Events.]
Request Movies from the Morgan Hill location.,[IN:GET_MOVIES Request Movies from the [SL:LOCATION Morgan Hill] location.]
"When looking for an event name, if the category is Hip hop, consider Life is beautiful Festival.","[IN:GET_EVENTS When looking for an [SL:EVENT_NAME event name], if the [SL:CATEGORY category is Hip hop], consider [SL:EVENT_NAME Life is beautiful Festival]. ]"
Request Restaurants that specialize in Sushi Bar cuisine.,[IN:GET_RESTAURANTS Request Restaurants that specialize in [SL:CUISINE Sushi Bar] cuisine. ]
"If I ask for Media, my preferred directed by is Jia Zhangke or Trevor Nunn","[IN:GetMedia If I ask for Media, my preferred [SL:directed_by directed by is Jia Zhangke or Trevor Nunn].]"
Look for a Standard car type if your pickup location is Gatwick International Airport.,[IN:GET_RENTALCARS Look for a [SL:CAR_TYPE Standard] car type if your pickup location is [SL:PICKUP_LOCATION Gatwick International Airport]. ]
"If I ask for Salon, my preferred stylist name is 1512 Barber Shop or Elite Hair Design","[IN:GET_SALONS If I ask for Salon, my preferred stylist name is [SL:SALON_NAME 1512 Barber Shop] or [SL:SALON_NAME Elite Hair Design]]"
Request Restaurants with a preference for Breakfast.,[IN:GET_RESTAURANTS Request Restaurants with a preference for [SL:CUISINE Breakfast]. ]
"If I'm looking for a place to eat, my go-to is Curry cuisine.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, my go-to is [SL:CUISINE Curry] cuisine. ]"
"If the event is a Music type, then search for the Huichica Music Festival as the event name.","[IN:GET_EVENTS If the event is a [SL:EVENT_TYPE Music ] type, then search for the [SL:EVENT_NAME Huichica Music Festival ] as the event name. ]"
"If I ask for Hotels, my preferred star rating is 1 or 2","[IN:GET_HOTELS If I ask for Hotels, my preferred star rating is 1 or 2]"
"If I ask for Restaurants, with cuisine as Spanish, price range as moderate, then restaurant name as Estampas Peruanas Restaurant","[IN:GET_RESTAURANTS If I ask for Restaurants, with [SL:CUISINE Spanish], [SL:PRICE_RANGE moderate], then [SL:RESTAURANT_NAME Estampas Peruanas Restaurant] ]"
"If I'm looking for a place to eat, my go-to city is Petaluma.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, my go-to city is [SL:CITY Petaluma]. ]"
"If the event type is Sports, search for the event name ""Owls Vs Huskies"".","[IN:GET_EVENTS If the [SL:EVENT_TYPE event type] is Sports, search for the [SL:EVENT_NAME event name] ""Owls Vs Huskies"". ]"
"If I'm looking for somewhere to eat, I usually choose Napa.","[IN:GET_RESTAURANTS If I'm looking for somewhere to eat, I usually choose [SL:CITY Napa].]"
"If I ask for Movies, my preferred show type is regular or 3d","[IN:GET_MOVIES If I ask for Movies, my preferred [SL:SHOW_TYPE show type] is regular or 3d]"
"If you're at Port Authority Station, then you should look for a Standard type of car.","[IN:GET_RENTALCARS If you're at [SL:PICKUP_LOCATION Port Authority Station], then you should look for a [SL:CAR_TYPE Standard] type of car. ]"
"If I'm looking for a restaurant, I'd like to get some Korean Hot Pot.","[IN:GET_RESTAURANTS If I'm looking for a restaurant, I'd like to get some [SL:CUISINE Korean Hot Pot]. ]"
"Request Events, specifically Sports events.","[IN:GET_EVENTS Request Events, specifically [SL:CATEGORY Sports events]. ]"
"If I ask for Restaurants, my preferred cuisine is Southern or curry","[IN:GET_RESTAURANTS If I ask for Restaurants, my preferred cuisine is [SL:CUISINE Southern] or [SL:CUISINE curry]. ]"
"If I'm looking for a HouseStay, I want one that has a rating of 4.4 or higher.","[IN:GET_HOUSESTAYS If I'm looking for a HouseStay, I want one that has a [SL:RATING 4.4] or higher. ]"
"When I request Movies, my favorite genre is Thriller.","[IN:GET_MOVIES When I request Movies, my favorite [SL:GENRE genre] is Thriller.]"
Request basketball as the preferred category when inquiring about travel.,[IN:GET_TRAVEL Request [SL:CATEGORY basketball] as the preferred category when inquiring about travel.]
Specify that you want to search for the restaurant named 1760 when you are looking for restaurants.,[IN:GET_RESTAURANTS Specify that you want to search for the [SL:RESTAURANT_NAME restaurant named 1760] when you are looking for restaurants.]
"If you're at the Century Napa Valley theater, check to see if the show is in 3D.","[IN:GET_MOVIES If you're at the [SL:THEATER_NAME Century Napa Valley] theater, check to see if the show is in [SL:SHOW_TYPE 3D]. ]"
"If you're going to San Diego, you'll probably want to make sure you have wifi.","[IN:GET_HOTELS If you're going to [SL:LOCATION San Diego], you'll probably want to make sure you have [SL:HAS_WIFI wifi]. ]"
Request HouseStays for LA as your destination.,[IN:GET_HOUSESTAYS Request HouseStays for [SL:WHERE_TO LA] as your destination. ]
I'm looking for a restaurant called Chimek that serves Korean Hot Pot cuisine and is moderately priced.,[IN:GET_RESTAURANTS I'm looking for a restaurant called [SL:RESTAURANT_NAME Chimek] that serves [SL:CUISINE Korean Hot Pot] cuisine and is [SL:PRICE_RANGE moderately priced]. ]
"If I ask for RentalCars, my preferred car type is Standard or Full-size","[IN:GET_RENTALCARS If I ask for RentalCars, my preferred car type is [SL:CAR_TYPE Standard] or [SL:CAR_TYPE Full-size] ]"
Request Events in Washington D.C. as your preferred city.,[IN:GET_EVENTS Request Events in [SL:CITY Washington D.C. ] as your preferred city. ]
"If I'm looking for a restaurant, I'd like an Asian one.","[IN:GET_RESTAURANTS If I'm looking for a restaurant, I'd like an [SL:CUISINE Asian] one. ]"
"If I'm looking for a movie, my go-to theater is AMC Bay Street.","[IN:GET_MOVIES If I'm looking for a movie, my go-to theater is [SL:THEATER_NAME AMC Bay Street].]"
Request Stephanie Kahle when seeking a dentist.,[IN:GET_DENTISTS Request [SL:DENTIST_NAME Stephanie Kahle] when seeking a dentist.]
"If the event is a Sports event, then check to see if Baseball is the category.","[IN:GET_EVENTS If the event is a [SL:EVENT_TYPE Sports] event, then check to see if [SL:CATEGORY Baseball] is the category. ]"
"If I ask for Doctor, my preferred doctor name is Dr. Amita Sharma","[IN:GET_DOCTORS If I ask for Doctor, my preferred doctor name is [SL:DOCTOR_NAME Dr. Amita Sharma] ]"
I would like Sports to be my chosen event type if I am inquiring about Events.,[IN:GET_EVENTS I would like [SL:EVENT_TYPE Sports] to be my chosen event type if I am inquiring about Events.]
I'd like to know the name of a restaurant that has live music - Eve's Waterfront.,[IN:GET_RESTAURANTS I'd like to know the name of a restaurant that [SL:HAS_LIVE_MUSIC has live music] - [SL:RESTAURANT_NAME Eve's Waterfront]. ]
"If I ask for Music, my preferred genre is Electropop or pop","[IN:GET_MUSIC If I ask for Music, my preferred [SL:GENRE genre is Electropop or pop] ]"
I'm looking for a moderate priced restaurant called Chai Thai Noodles that serves Cambodian cuisine.,[IN:GET_RESTAURANTS I'm looking for a [SL:PRICE_RANGE moderate priced] restaurant called [SL:RESTAURANT_NAME Chai Thai Noodles] that serves [SL:CUISINE Cambodian cuisine].]
